RegionName,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,SizeRank,Growth Rate (since 2012),Population,Population % change,Median Age,% over 65 (2014),% over 65 (2010), Median income 2014 , in civilian labor force , Persons per household ,living in same house as 1 year ago,population per square mile
Oklahoma,57500,57500,57600,57700,57700,57900,58000,58000,58300,58500,58500,58600,58900,59200,59300,59600,59800,60000,60200,60300,60400,60700,61000,61300,61500,61800,62200,62200,62400,62600,62900,63300,63800,63900,64000,64300,64600,64800,65000,65200,65400,65600,65900,66200,66500,66700,67000,67200,67500,67700,67900,68200,68500,68700,68900,69000,69100,69500,69900,70000,70100,70300,70500,70900,71200,71300,71300,71400,71500,71600,71800,72100,72300,72400,72600,72700,72800,73100,73300,73400,73700,74100,74300,74400,74500,74900,75200,75300,75600,75600,75800,76100,76300,76300,76400,76800,77300,77500,77600,77800,78100,78600,79000,79100,79200,79400,79700,80000,80200,80400,80700,81100,81300,81500,81800,82200,82700,83000,83200,83300,83200,83300,83500,83700,84000,84200,84400,84600,84700,84700,84700,84800,85000,85200,85400,85500,85600,85800,85900,85900,85900,85900,85900,85900,86100,86300,86300,86300,86300,86300,86400,86300,86900,87900,88900,89200,89500,89700,90000,90300,90500,90700,91000,91200,91300,91300,91100,91100,91100,91200,91300,91200,91100,91000,91000,91000,90900,90600,90700,91100,91300,91200,91300,91400,91600,91700,91800,92000,92300,92600,92900,93500,94400,95200,95600,96200,96800,97400,98000,98600,98900,99100,99200,99500,100000,100400,101100,102200,103100,104000,105200,106300,107100,108000,108400,108300,108100,108100,108000,108100,108500,108900,109300,109600,109600,109700,110200,110900,111300,112300,112900,112800,112600,112700,112500,112800,113400,113600,113700,113800,27,23%,"3,911,338",4.30%,36.2,14.50%,13.50%,"$46,235 ",61.30%,2.56,82.50%,54.7
Connecticut,135000,135300,135500,135600,135800,135800,135600,135500,135600,135900,136400,136700,136700,136900,137000,137100,137200,137500,137900,138300,138900,139700,140600,141500,142200,142400,142500,142800,143200,143600,144300,145100,146100,147300,148400,149400,150300,151400,152500,153500,154200,155200,156300,157300,158000,159300,160800,161800,162400,163400,164600,165800,166800,167600,168500,169600,170800,172000,173500,175100,176600,178000,179100,180300,182000,183800,185700,187300,188900,190600,191900,193300,195300,197500,199600,202100,204600,206700,208800,211300,213700,216000,218400,220700,222800,224600,226500,228300,230000,231800,233900,235900,237900,240000,242000,244200,246800,249800,253000,256100,259100,262100,264800,267200,269400,271700,273800,275800,277800,279900,281800,283900,286000,287900,289600,291500,292800,293700,294400,295100,295500,295600,295500,295200,294900,294500,294200,293800,293400,293100,293300,293500,293500,292900,292200,291100,290200,289100,288000,286900,285700,283800,281800,280300,279100,278000,276700,275300,273900,272700,271500,269900,268300,267300,266400,264900,263200,261700,260600,259900,259300,258900,258600,258400,258300,258200,257800,257300,256800,256400,256000,255100,253900,252700,251300,250000,248900,247900,246700,245400,244000,242900,242100,241400,240700,239700,238700,237700,236800,236200,235700,235300,235000,234500,234000,233700,233400,232800,232600,232800,233000,233100,233300,233500,233700,234000,234600,235400,236600,237700,238700,239400,240200,240600,240400,240300,240900,241700,241900,241300,240400,239700,239000,238300,237600,237100,237400,237900,237800,237600,237600,237800,237900,237900,237900,237800,237800,238000,238300,238600,28,1%,"3,590,886",0.50%,40.5,15.50%,14.20%,"$69,899 ",67.50%,2.56,87.80%,738.1
Iowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118100,119400,119900,121100,121300,120200,117500,114200,111600,110900,110900,111100,112000,112800,113200,114100,115300,115900,116100,116700,117100,117100,117200,117400,117500,117900,118400,119000,119200,120100,121700,123100,123700,123800,123400,122600,121600,120900,121300,122000,122300,121700,121500,122000,122300,122300,123200,124500,125200,125000,125300,126200,127000,126700,127100,128100,127900,126500,125800,126000,126600,127300,127500,127300,126800,126100,125700,126600,127700,128200,128700,129700,130400,130600,130500,130600,130700,130600,130900,131700,29,10%,"3,123,899",2.50%,38.2,15.80%,14.90%,"$52,716 ",67.90%,2.42,84.90%,54.5
Mississippi,64200,64200,64400,64600,65000,65500,65600,65500,65400,65200,65000,65100,65300,65600,65900,66100,66500,67000,67700,68200,68600,68700,68900,69400,70000,70400,70900,71600,72000,72100,72100,71900,72000,72300,72800,73200,73400,73400,73200,73000,73000,73200,73500,73500,73400,73400,73800,74100,73800,73500,73600,74000,74000,73700,73500,73600,73800,74500,75000,75400,75600,75900,76200,76400,76600,76700,76800,76900,77100,77200,77100,76900,76900,77100,76900,76700,76400,76500,76700,77000,77000,77200,77700,78100,78400,78700,79200,80000,80600,80800,80700,80700,81200,81700,81800,82000,82400,82700,83000,83100,83300,83800,84300,84700,85100,84800,84300,84000,84000,84100,84000,83800,83900,84100,84700,85500,85800,85700,85900,86700,87700,88300,88900,89700,90100,90500,91200,91900,92600,93600,94700,95200,95400,95800,96300,96800,97100,97200,97100,97100,97300,97900,98500,99000,99100,99500,100100,101100,102900,105400,107700,110000,112300,114400,116500,119100,121800,124500,126700,127600,127100,126500,126200,125300,124300,123600,123100,123100,123400,123000,121800,120300,119000,118100,117100,116200,115600,114900,113400,112700,113700,114600,113900,112600,111100,110200,110000,110100,110600,111600,112400,113000,113600,114200,113900,116500,121700,125100,126200,127600,128400,128800,129700,126900,121900,120300,123200,125400,126400,126400,125600,124400,123100,122000,122000,121500,119000,115500,113600,112600,112100,112000,112400,112700,112800,112600,112000,112700,114200,115400,115800,115300,114100,113500,113400,113100,113100,113200,113300,113900,30,2%,"2,992,333",0.80%,36.7,14.30%,12.80%,"$39,464 ",57.90%,2.64,86.00%,63.2
Arkansas,66400,66300,66300,66200,65900,65800,66000,66000,66100,66200,66400,66800,67400,67700,67700,67600,67700,67800,68000,68300,68600,68700,68900,69200,69500,69500,69700,69900,70200,70300,70500,70800,71000,70900,70800,70900,71100,71100,71100,71200,71600,71900,71900,72000,72300,72400,72600,72800,72800,73000,73200,73500,73600,73700,73900,74000,74100,74400,74800,74900,75100,75400,75700,75900,76100,76000,76100,76100,76300,76300,76500,76900,77300,77300,77400,77800,78300,78800,79100,79500,79800,80100,80300,80700,81100,81700,82100,82300,82600,83100,83600,84000,84700,85200,85500,85900,86300,86700,87200,87700,88100,88500,88900,89200,89600,90200,91000,91700,92200,92800,93500,94200,94800,95400,96100,97000,97700,98200,98500,98700,99100,99600,99900,100200,100500,100900,101200,101500,101600,101800,101900,102100,102500,102900,103200,103500,103700,103600,103700,104000,104100,103900,103900,103700,103500,103300,103300,103100,103100,102900,102700,102400,102700,103300,103900,104200,104500,104600,104600,104800,105100,105400,105500,105600,105500,105300,105100,105100,105300,105500,105500,105500,105200,104900,104700,104600,104100,103700,103500,103400,103000,102600,102300,102000,101700,101400,101300,101200,101000,101000,101000,101100,101300,101500,101700,102000,102400,102700,102800,103100,103400,103500,103700,104100,104700,105300,105700,106500,107200,107900,108300,108800,109600,110600,110900,110800,110200,109500,109100,109000,109100,109500,110100,110700,111000,111000,111300,112000,112600,113200,113800,113800,113800,114000,114200,114300,114600,115000,115200,115400,31,14%,"2,978,204",2.10%,37.8,15.70%,14.40%,"$41,264 ",59.00%,2.53,83.80%,56
Kansas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107100,109700,111400,113400,115500,117100,117600,118500,120100,121300,121500,121600,121800,121900,121700,121700,121800,121800,121300,121000,120600,119500,118100,117700,117700,117300,116400,115600,114900,114100,112700,112000,112400,112600,112000,112200,112500,112500,112200,112000,112200,112300,111500,112300,116500,122200,125400,126400,126600,126900,127100,127600,128200,128300,128700,125800,120300,117200,117900,118700,119500,119800,120200,120700,121100,121300,121400,121000,119300,117000,115400,114900,115100,115800,116600,117200,117500,117700,117700,118400,119800,120100,120100,121000,122200,122700,122900,122900,123000,123100,122600,122500,32,9%,"2,911,641",2.10%,36.2,14.30%,13.20%,"$51,872 ",66.60%,2.52,83.40%,34.9
Utah,126400,126500,126800,127400,128300,129200,130000,130800,131800,132700,133400,134200,135200,136100,136700,137400,138400,139100,139500,139900,140100,140400,140900,141500,141800,142000,142200,142400,142800,143200,143600,144200,144800,145200,145500,146200,147100,147700,148200,148900,149100,149500,150900,152700,153800,154200,154700,155400,155900,156500,157100,157400,157800,158700,159400,160000,160900,161800,162100,162300,162700,163000,163100,163200,163300,163600,163900,163900,164000,164400,164800,165000,165000,164900,165100,165600,166100,166200,165700,165200,165100,165400,165400,165300,165200,165000,164900,164900,164600,164400,164400,164300,164300,164500,165000,165400,166000,166900,167800,168500,169000,169200,169500,170000,170600,171200,172100,173400,174800,176400,178100,179900,181900,183800,185600,187400,189200,191200,193700,196500,199400,202600,206000,209800,213700,218200,222700,226500,229900,233600,237600,241300,244300,246400,248200,250100,252000,253700,255400,257100,258500,258900,258700,257500,255600,253900,253100,252500,252200,251700,251100,250300,249600,249100,248900,248200,246800,245500,243900,241700,239000,235900,232800,230500,228300,226000,223800,222000,220800,219100,216700,214300,212100,209700,207200,205900,204900,203700,200600,198700,199500,201300,200800,199900,198800,198500,198300,197000,195700,194900,194900,195500,196500,197300,198800,199900,200500,201200,202000,202500,203400,204500,205400,206500,208400,210700,212100,213000,214100,215200,216500,218100,219200,219700,220900,220000,215600,210800,208900,208200,207900,207600,208000,209000,209700,209800,210200,210800,211400,212400,213900,215700,217500,219100,220300,221200,222300,223300,224700,225800,33,16%,"2,995,919",8.40%,30.5,10.00%,9.00%,"$59,846 ",67.80%,3.14,82.80%,33.6
Nevada,127400,127000,126500,126200,126100,126200,126400,126700,127000,127400,127800,128400,128600,128600,128700,128900,128900,129000,129200,129400,129600,130200,130600,130500,130400,130700,131100,131700,132100,132600,133000,133000,132900,133100,133600,133900,134200,134600,135000,135100,135200,135600,136100,136700,137500,138200,139000,139500,139600,140000,140400,140900,141500,142100,142600,143200,144000,144800,145600,146400,147100,147700,148200,149000,149800,150600,151500,152900,154200,155300,156100,156900,157800,158600,159100,159600,160400,161300,162400,163800,165400,167000,168500,169900,171300,172600,174100,176000,178400,181200,184300,188100,192600,197500,203500,210800,219500,229500,240400,250300,258700,265700,271900,276400,279300,281100,283100,285700,288300,290400,292200,294700,297500,299900,302100,304500,306900,308800,310100,310900,311300,311100,310200,309000,307500,306000,304400,302700,300700,298600,296500,293900,291200,288500,286000,283700,280900,277400,273800,270000,265300,260200,254800,249100,243400,237600,231800,226200,220300,214700,209400,203300,197700,194000,190200,185300,180400,175500,170100,164700,160600,157600,155200,153700,152700,151900,151200,150400,149300,148100,146800,145600,144300,143000,141600,140300,139300,137800,135700,133500,131500,129800,128200,127000,126000,125000,124000,123400,122900,122500,122700,123400,124200,125000,126500,128200,130100,131800,133400,135300,137400,139500,142200,145300,148300,151500,155300,159200,163000,166600,169900,172600,174400,175900,177100,179000,181700,184100,185600,186800,187800,188700,189700,191000,192300,193600,195000,196300,197600,199400,201500,203500,205600,207800,209800,211500,213100,214700,216000,217100,34,77%,"2,890,845",7.00%,37.4,14.20%,12.00%,"$52,205 ",64.70%,2.71,77.80%,24.6
New Mexico,118400,116400,115400,115700,117500,118600,118500,118700,118500,118100,118200,118900,120000,120300,120000,119700,119600,119800,120600,120900,120400,120000,120100,121300,123100,124300,124200,123800,124200,123900,122500,121400,122000,122600,123600,125400,128300,130000,130900,131700,132200,133600,134900,135500,136100,137400,137500,136600,133600,131500,132300,133200,132900,132700,132300,132000,132100,132600,133100,133700,134900,138100,141400,143200,144100,145100,145400,145400,145400,145600,145900,146300,147100,147600,147200,147700,149700,151300,151600,151200,150600,150600,151200,151900,152300,152500,152600,151300,150300,149800,149500,150300,153000,155200,156300,157300,158800,160000,160300,159600,159100,158500,160100,163200,165300,165900,167900,170000,172200,174300,176800,179100,178900,179700,183100,185900,186900,186500,183700,180600,177900,175000,174400,177100,181200,183900,185200,185900,185800,186300,187800,190600,193000,193300,193300,193300,192600,191400,190200,188700,187900,187400,187400,187800,188200,188100,187300,186500,187300,188500,188800,189100,190000,190800,192200,194100,195700,197200,197000,196200,195100,192700,190000,188900,188200,187700,187700,187200,186300,185600,185100,184200,182600,182600,184600,185700,184700,184500,181800,178000,177500,179700,180000,179900,181200,182600,182200,180900,180300,180900,182000,181400,179700,179000,180700,182700,183500,183600,182500,180300,179200,179200,179400,180300,181300,181500,181400,181200,181100,180600,180100,179800,179500,179000,179600,178900,175300,170900,168300,166100,164700,164100,164100,165100,165600,164700,163500,163200,163400,164200,165000,165400,165400,165200,164400,163600,163700,163500,163900,165400,35,-9%,"2,085,109",1.30%,37.2,15.30%,13.20%,"$44,968 ",59.60%,2.66,85.50%,17
West Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91200,91500,92000,93100,93400,92600,92100,93100,94800,96000,96700,97400,97800,97900,98300,99100,98800,96700,93900,92600,92400,93100,93800,94800,95700,96600,96800,96900,97000,96300,95200,94500,94200,94200,95000,95900,96600,97300,98300,98500,97900,96600,95500,95600,96900,97700,97400,97500,98800,100200,101600,103000,103100,102900,103900,104600,103100,101200,100500,100200,99700,98200,96300,95500,94800,93000,91300,91100,91200,91800,92100,91600,91000,91200,91300,91400,91500,92800,94600,95700,36,-1%,"1,844,128",-0.50%,41.9,17.80%,16.00%,"$41,576 ",54.20%,2.43,88.30%,77.1
Nebraska,83000,83300,83400,83400,83600,83900,84000,84000,84100,84400,84600,84800,85500,86100,86500,86700,86900,87200,87700,88100,88500,89100,89500,89800,89900,89900,90000,90600,91400,91900,92200,92500,92700,93200,94000,94500,94600,94900,95400,95900,96000,96000,95800,96100,96500,96800,97200,97800,98500,99200,99800,100400,101300,101900,102300,102700,103200,103700,104100,104200,104100,104100,104100,104100,103900,104000,104700,105400,106000,106700,107400,107900,108300,108300,108300,108600,109300,110000,110500,111000,111200,111300,111400,111600,112000,112800,113700,114100,113900,114200,114800,115100,115100,115400,116000,116700,117000,117400,117500,117600,118000,118500,118800,119200,119500,119700,119800,120400,121200,121700,121900,122000,122100,122200,122300,122700,123400,123900,124000,124000,124000,124100,124300,124500,124700,124600,124300,124200,124200,124400,124600,124800,125000,125300,125500,125300,125000,125000,125100,124600,124000,123600,123000,122300,121800,121300,121100,121400,121600,121500,121500,121500,121400,121000,120900,120800,120900,121200,121500,121500,121300,121200,121700,122500,123100,123400,123700,124000,123900,123700,124100,124700,124400,123400,122100,120700,119800,119400,119300,119800,120600,121100,121300,120900,120300,120500,121200,122000,122700,123300,123100,121900,120000,118400,116800,117400,120400,122800,122600,121800,121400,121500,121500,121700,122100,122900,123600,124000,124100,124500,125300,126000,126600,127200,127900,128700,129900,130700,130900,130700,130200,130000,130400,131000,131200,131400,132200,133500,134600,135400,135900,136100,136100,136400,137400,138800,140200,141300,142000,142700,37,16%,"1,896,190",3.80%,36.2,14.40%,13.50%,"$52,400 ",70.20%,2.47,83.50%,23.8
Idaho,109300,109400,109500,109300,108900,108900,108900,108900,109000,109500,109900,110500,111000,110900,110400,110400,110700,111100,111700,112300,112300,111800,111300,110800,110400,110100,109900,110000,110600,110800,110300,109800,110000,110500,111000,111200,111400,111700,111700,111600,111500,111700,112100,112600,112600,112400,112400,112800,113300,113800,114200,114600,114900,115200,115700,116300,116500,116700,117000,117300,117300,117400,118200,119300,119900,120100,120200,120500,121200,121900,122400,122700,123000,123100,123400,124000,124500,124500,124700,125100,125500,125800,126100,126500,127000,127800,127900,127100,126500,126900,127500,127500,127200,127300,127800,128400,128700,128800,129100,129500,130300,131200,132000,133100,134600,136100,137400,138700,140200,141700,143200,144900,147200,149600,152100,154900,158300,162000,165600,169300,173700,177800,181800,185500,188200,190100,191200,191700,191800,192000,191800,191700,191900,192400,193200,194100,194300,194800,196000,197200,196900,195800,195000,194500,193200,192000,191000,189800,188400,187200,186200,185000,183800,182800,181800,180700,179200,177400,175600,174800,174200,172800,171000,170100,169900,170000,169700,168900,167700,166100,164300,162500,160900,159300,158000,156700,154700,152700,150400,148100,147300,148000,147900,147100,146600,146400,146300,145900,146100,146300,146600,147600,148800,149300,149900,150700,151600,152800,153800,154400,154800,155300,156100,157200,158500,160200,162100,163600,164600,165200,165400,165500,166400,167600,168900,169000,167300,165200,164000,163300,162800,162600,162800,163400,163900,164200,164600,165100,166000,167000,167800,168700,169400,170000,170800,171400,172000,172700,173500,174200,38,19%,"1,654,930",5.60%,35.9,14.30%,12.40%,"$47,334 ",62.90%,2.68,82.70%,19
Hawaii,227100,225100,224100,222700,221400,220500,219900,219300,218700,218100,217500,216500,215300,213900,212900,212600,212700,212600,212100,211300,210200,209800,209900,210000,209400,208700,208500,208800,208900,208500,208100,207600,208000,208900,210000,210900,212000,212500,212200,211300,210600,210300,210500,210800,211300,212000,213300,214800,216200,217500,218900,220400,222500,224300,225500,226600,227500,228000,228200,228500,229800,232100,234000,235300,236400,237400,238800,240600,242100,243900,246100,248600,250000,251900,254300,256800,259200,262800,266500,270300,274400,278600,282200,285600,289500,293700,298000,302700,307400,312000,317000,322800,328900,335000,341000,347800,355600,364000,373000,382200,391300,400400,409500,418500,427400,436600,445800,454700,463100,470800,478800,488500,498200,506500,514200,521000,526600,532100,537800,543000,547100,548900,549000,548400,547800,546900,545900,545100,544000,542200,541300,541100,540400,539600,538800,537700,536700,535500,533800,531600,528800,525700,521800,517600,514500,512400,509800,506000,501600,496600,491500,486700,483500,481600,479000,474400,469500,465200,461400,457800,454700,453000,451900,451000,450400,450000,449400,449200,449500,450200,450300,449300,447900,446600,445300,444300,443100,441500,439900,438200,436300,434700,433300,431500,430100,429600,429400,429400,429200,428700,428900,429500,429800,430000,431400,433600,435900,438300,440900,443300,446000,448800,451800,455000,458600,462400,466500,471600,476800,482100,487700,492400,495700,498600,501300,504600,508500,511200,512800,515000,517300,519100,521000,523100,524100,525900,530000,534500,536600,538400,541100,544200,547300,548700,548600,549200,551700,554200,555600,556200,39,30%,"1,431,603",5.20%,38.1,16.10%,14.30%,"$68,201 ",61.90%,3,85.00%,211.8
New Hampshire,98600,98700,98700,99000,99300,99500,99700,99700,99800,100500,101300,101500,101600,102100,102900,103700,104400,105000,105800,106800,107600,108400,109300,110100,110500,111100,112000,113000,113800,114400,114800,115200,115800,116500,117200,117900,118800,120000,121100,121900,123000,124400,125600,126800,128400,130300,132500,134100,135300,136400,137600,138800,140300,141800,143300,145200,147500,149800,151700,153500,155100,156500,157700,159700,161800,163600,165300,167200,168600,169800,171100,172800,174800,176600,178300,180300,182900,185800,188400,190700,192900,195100,196900,198700,200900,203400,205800,207900,209400,211200,213600,215700,217400,219000,220900,223200,225600,228200,230900,232500,233300,234400,235800,237500,239500,241600,243500,245000,246500,248300,249800,250800,252100,253400,254100,254300,254200,254600,255200,255500,255300,254600,253700,253000,252300,251600,250700,249600,248700,248100,248000,247800,247500,247000,246300,245600,244600,243200,241700,240300,239000,237400,235700,233900,232000,230100,228500,227000,225400,223800,222200,221000,219500,217900,216300,215000,213800,212900,212100,211700,211400,210900,210800,210900,210900,210800,210800,210500,209800,209200,208500,207700,207000,206200,205400,204500,203500,202300,201100,200000,199000,197700,196500,196000,195900,195800,195700,195500,195600,195600,195300,194800,194400,194100,194200,194300,194400,194500,194700,195000,195200,195500,196000,196500,196900,198000,199700,201200,202500,203700,204700,205500,206600,207700,208300,209600,211900,214100,215200,216000,216600,217100,217500,217900,218300,218600,219400,220300,220900,221300,221800,222200,222600,223100,223600,224300,224900,225900,227000,227600,40,16%,"1,330,608",1.10%,42.5,15.90%,13.50%,"$65,986 ",68.60%,2.46,86.50%,147
Rhode Island,115900,116400,116600,116500,116100,115700,115400,115100,115100,115500,115900,116100,116100,115700,115100,114900,114900,114900,115200,115700,116000,116500,117200,117700,117900,118200,118500,118700,118800,119200,119700,120000,120600,121300,122100,122800,123400,124100,124700,125400,126300,127000,127200,128000,129200,130700,132600,134500,135600,136200,137000,138000,139100,140600,142100,143500,144800,146300,147800,149300,150800,152600,154300,156400,158700,161100,163300,165400,167400,169800,172000,174000,176400,179600,183100,186600,189900,193300,196900,200500,203900,206900,209800,212800,216200,220100,224100,227900,231800,235400,238900,242200,245300,248400,251600,254600,257500,260500,263900,267200,270200,273000,275900,279100,282200,284800,287200,289900,292200,293300,293600,294100,294700,295500,296400,297000,296800,295900,295200,295000,295500,296000,295800,295000,293600,292300,290900,289600,288200,287000,285900,284800,283600,282200,280800,279500,278000,276300,274600,273100,271500,269700,267100,263700,259500,255700,252400,249300,246200,242900,239400,235600,233200,232800,233000,232500,231800,231100,230600,230300,230500,230600,230700,231000,231300,231100,230900,231000,231200,231500,231400,230700,229700,228600,227500,226400,224900,223100,221700,220000,218000,216200,214800,213300,212200,211700,211100,210200,209300,208400,207100,206100,205600,205100,204800,205100,205300,205200,205100,205700,206400,206700,206800,207400,208300,209200,210300,211600,212800,213400,213700,214200,214700,215200,215600,215900,216500,217800,218800,219000,219000,219600,220500,221000,220800,220800,221300,222100,222700,222800,222900,223400,224300,225300,226300,227500,228600,229600,230700,232000,41,11%,"1,056,298",0.30%,39.8,15.70%,14.40%,"$56,423 ",65.50%,2.47,86.60%,"1,018.10"
Montana,,,,,,,,,,,,,,,,,,,,,,96400,96200,96400,96000,95100,94400,93900,93700,93700,93700,93600,94000,94600,94700,94600,95100,96000,96900,97300,97300,97700,98200,98400,98600,99200,99600,99700,99900,100100,99900,99900,100200,100500,100500,100700,101000,101200,101800,102500,103100,103600,103900,104000,104000,104200,104800,105800,107100,108100,108700,109100,109600,110100,110400,110600,110800,110800,110700,110900,111400,112100,112800,113700,114500,115300,116600,118400,120000,121200,122100,122900,123800,125200,126700,128400,129600,130200,130900,132200,133600,134900,136300,137500,138400,139200,140100,140900,141900,143200,144800,146200,147400,148600,149900,151200,152200,153000,153400,154100,155400,156800,157700,158400,159300,160500,161700,162800,163700,164500,165300,166000,166700,167800,168900,169600,170000,170800,171900,173200,173700,173800,174300,175100,175500,175900,176100,176700,178700,181900,185200,188300,191300,194100,197300,200600,203700,206100,209600,212900,214400,213300,211100,208000,204500,201800,201400,201600,200600,198600,196200,194000,192700,191900,190500,191200,193900,196900,194200,189500,188200,189900,189600,189100,187900,186400,185600,184600,183500,183100,183900,185700,187700,188600,189200,189800,190000,189900,189800,189700,189700,189200,188800,189200,190500,192200,193700,193700,193600,194200,194600,194500,194100,194000,195200,194000,188300,182400,179200,177300,176400,176300,176800,177500,178200,178700,179400,179900,180800,181300,182100,183300,184600,185400,186100,186400,186400,186400,186800,187800,42,3%,"1,032,949",4.40%,39.6,16.70%,14.80%,"$46,766 ",63.90%,2.4,83.50%,6.8
Delaware,107900,108100,108400,108900,109700,110100,110300,110500,110500,110500,110500,110500,110500,110700,110700,110700,110600,110900,111200,111700,112200,112800,113100,113500,114000,114200,114200,114300,114400,114300,114400,114500,114700,115300,116300,117200,117800,118500,119300,119800,119900,120100,120500,120900,121200,121900,122900,123700,124100,124500,125100,125800,126400,127100,127700,128300,129000,129700,130400,131200,131800,132200,132600,133200,133700,134200,134800,135500,136500,137600,138600,139700,140900,141900,142900,144200,145700,147100,148400,149700,150900,152400,153900,155200,156400,157600,158600,159500,160700,161900,163200,164800,166600,168200,169800,171400,173400,175600,177900,180100,182600,185100,187400,189600,192000,194300,196300,198400,200900,203900,207200,210400,213700,217300,220600,223200,225000,226400,227400,228500,229500,230200,231000,231800,232200,232400,232900,233700,234200,234200,234100,234500,234900,234900,234500,234500,234400,234000,233500,233000,232100,231100,230200,229000,227200,225400,223900,222700,221500,220400,219100,217500,216400,216500,216900,216500,216600,217600,218600,218900,219000,218800,218900,219300,219300,218600,217300,216100,215600,215700,215100,212800,210000,207600,205900,204300,203300,202700,202400,202400,201600,199100,196500,195000,193800,192100,190300,189200,188800,188600,188500,188200,187700,186800,186600,186600,186800,187300,187700,188200,188500,188800,189200,189600,189500,189600,190100,191100,192400,194200,195400,195500,195100,195400,196000,197100,198900,201000,202600,203800,204500,204800,205000,204800,203800,202200,201000,200700,201100,201600,201900,202600,204000,205500,206700,208200,209800,211400,212400,213100,43,13%,"945,934",5.30%,39.6,16.40%,14.40%,"$60,231 ",63.40%,2.63,86.60%,460.8
